Gene_ID	GO_Term
SIGMAR1	GO:0006869
SIGMAR1	GO:0005634
SIGMAR1	GO:0005635
SIGMAR1	GO:0005637
SIGMAR1	GO:0005637
SIGMAR1	GO:0005640
SIGMAR1	GO:0005640
SIGMAR1	GO:0005783
SIGMAR1	GO:0005789
SIGMAR1	GO:0005789
SIGMAR1	GO:0016020
SIGMAR1	GO:0016020
SIGMAR1	GO:0031410
SIGMAR1	GO:0031410
FPGT	GO:0000166
FPGT	GO:0016740
FPGT	GO:0016772
FPGT	GO:0016772
FPGT	GO:0044238
FPGT	GO:0071704
LOC100223273	GO:0015297
LOC100223273	GO:0042910
LOC100223273	GO:0055085
LOC100223273	GO:1990961
LOC100223273	GO:0016020
LOC100223273	GO:0016020
LOC100223273	GO:0016020
STX16	GO:0005484
STX16	GO:0006886
STX16	GO:0016192
STX16	GO:0061025
STX16	GO:0016020
STX16	GO:0016020
STX16	GO:0031201
PSMC6	GO:0005765
PSMC6	GO:0016020
PSMC6	GO:0016020
GPCPD1	GO:0008081
GPCPD1	GO:0030246
GPCPD1	GO:0047389
GPCPD1	GO:2001070
GPCPD1	GO:0006629
GPCPD1	GO:0046475
GPCPD1	GO:0005737
PCDH17	GO:0005509
PCDH17	GO:0005509
PCDH17	GO:0007155
PCDH17	GO:0007155
PCDH17	GO:0007156
PCDH17	GO:0005886
PCDH17	GO:0016020
PCDH17	GO:0016020
RAB8B	GO:0003924
RAB8B	GO:0005525
A0A674GIK6	GO:0003677
A0A674GIK6	GO:0003677
FOXP4	GO:0003677
FOXP4	GO:0003677
FOXP4	GO:0003700
FOXP4	GO:0043565
FOXP4	GO:0046872
FOXP4	GO:0006355
FOXP4	GO:0005634
FOXP4	GO:0005634
FOXP4	GO:0005634
MTSS1	GO:0003779
MTSS1	GO:0007009
MTSS1	GO:0030036
ATP5F1C	GO:0046933
ATP5F1C	GO:0006754
ATP5F1C	GO:0006811
ATP5F1C	GO:0015986
ATP5F1C	GO:1902600
ATP5F1C	GO:0016020
ATP5F1C	GO:0110165
ATP5F1C	GO:0045261
ATP5F1C	GO:0045261
LOC100222286	GO:0004842
LOC100222286	GO:0016740
LOC100222286	GO:0046872
LOC100222286	GO:0016567
LOC100222286	GO:0016020
A0A674GIL2	GO:0008083
A0A674GIL2	GO:0008083
A0A674GIL2	GO:0007165
A0A674GIL2	GO:0005576
ACSL6	GO:0000166
ACSL6	GO:0004467
ACSL6	GO:0005524
ACSL6	GO:0016874
ACSL6	GO:0001676
ACSL6	GO:0006629
ACSL6	GO:0006631
ACSL6	GO:0006631
ACSL6	GO:0016020
CHD1L	GO:0000166
CHD1L	GO:0003678
CHD1L	GO:0004386
CHD1L	GO:0005524
CHD1L	GO:0005524
CHD1L	GO:0016787
CHD1L	GO:0140658
CHD1L	GO:0006281
CHD1L	GO:0006338
CHD1L	GO:0032508
IHO1	GO:0006310
IHO1	GO:0042138
ACSL1	GO:0000166
ACSL1	GO:0004467
ACSL1	GO:0005524
ACSL1	GO:0016874
ACSL1	GO:0001676
ACSL1	GO:0006629
ACSL1	GO:0006631
ACSL1	GO:0006631
ACSL1	GO:0016020
ACSL1	GO:0043231
PPARD	GO:0003677
PPARD	GO:0003677
PPARD	GO:0003677
PPARD	GO:0003700
PPARD	GO:0003700
PPARD	GO:0004879
PPARD	GO:0008270
PPARD	GO:0043565
PPARD	GO:0046872
PPARD	GO:0006351
PPARD	GO:0006355
PPARD	GO:0006355
PPARD	GO:0006357
PPARD	GO:0007154
PPARD	GO:0030522
PPARD	GO:0051716
PPARD	GO:0005634
PPARD	GO:0005634
PPARD	GO:0005634
PPARD	GO:0005634
PHACTR2	GO:0003779
PHACTR2	GO:0004864
PHACTR2	GO:0043086
LOC100219046	GO:0046872
STK39	GO:0004672
STK39	GO:0004674
STK39	GO:0004674
STK39	GO:0005524
STK39	GO:0006468
PACSIN1	GO:0007015
PACSIN1	GO:0048666
PACSIN1	GO:0097320
PACSIN1	GO:0005829
PACSIN1	GO:0016020
PACSIN1	GO:0030659
PACSIN1	GO:0032587
PACSIN1	GO:0043005
PACSIN1	GO:0045202
PACSIN1	GO:0045202
ARIH1	GO:0004842
ARIH1	GO:0016740
ARIH1	GO:0046872
ARIH1	GO:0016567
NRP1	GO:0005021
NRP1	GO:0008201
NRP1	GO:0017154
NRP1	GO:0019838
NRP1	GO:0046872
NRP1	GO:0046872
NRP1	GO:0001525
NRP1	GO:0001525
NRP1	GO:0007399
NRP1	GO:0007411
NRP1	GO:0009887
NRP1	GO:0030154
NRP1	GO:0035767
NRP1	GO:0038084
NRP1	GO:0048010
NRP1	GO:0071526
NRP1	GO:0120035
NRP1	GO:0016020
NRP1	GO:0016020
NRP1	GO:0016020
PDLIM3	GO:0046872
TMEM150A	GO:0016020
TMEM150A	GO:0016020
HDGFL2	GO:0005634
HDGFL2	GO:0005634
RNF212	GO:0019789
RNF212	GO:0007131
RNF212	GO:0016925
RNF212	GO:0000795
LOC115495872	GO:0008017
LOC115495872	GO:0019900
INF2	GO:0003779
INF2	GO:0031267
INF2	GO:0016043
INF2	GO:0030036
MNT	GO:0046983
VPS13A	GO:0006869
VPS13A	GO:0005811
VPS13A	GO:0005811
ADAM23	GO:0004222
ADAM23	GO:0008237
ADAM23	GO:0006508
ADAM23	GO:0016020
CRYBG1	GO:0030246
SCAI	GO:0003714
SCAI	GO:0006351
SCAI	GO:0045892
XYLT1	GO:0016740
XYLT1	GO:0016757
XYLT1	GO:0016757
XYLT1	GO:0030158
XYLT1	GO:0030158
XYLT1	GO:0046872
XYLT1	GO:0006024
XYLT1	GO:0015012
XYLT1	GO:0030166
XYLT1	GO:0030166
XYLT1	GO:0030206
XYLT1	GO:0000139
XYLT1	GO:0005794
XYLT1	GO:0016020
XYLT1	GO:0016020
XYLT1	GO:0016020
PDCD6IP	GO:0071985
ARAP1	GO:0005096
ARAP1	GO:0005096
ARAP1	GO:0005547
ARAP1	GO:0007165
ARAP1	GO:0043547
ARAP1	GO:0005737
GALNT5	GO:0004653
GALNT5	GO:0016757
GALNT5	GO:0030246
GALNT5	GO:0006486
GALNT5	GO:0005794
GALNT5	GO:0016020
GALNT5	GO:0016020
A0A674GIP7	GO:0004623
A0A674GIP7	GO:0004623
A0A674GIP7	GO:0005509
A0A674GIP7	GO:0016787
A0A674GIP7	GO:0006629
A0A674GIP7	GO:0006644
A0A674GIP7	GO:0016042
A0A674GIP7	GO:0050482
A0A674GIP7	GO:0005576
A0A674GIP7	GO:0005576
BMF	GO:0006915
ANO3	GO:0046983
ANO3	GO:0061588
ANO3	GO:0016020
ANO3	GO:0016020
ABCC5	GO:0005524
ABCC5	GO:0008514
ABCC5	GO:0042626
ABCC5	GO:0015711
ABCC5	GO:0055085
WDR19	GO:0035721
WDR19	GO:0005929
SUCLG2	GO:0000166
SUCLG2	GO:0000287
SUCLG2	GO:0003824
SUCLG2	GO:0004775
SUCLG2	GO:0004776
SUCLG2	GO:0004776
SUCLG2	GO:0005524
SUCLG2	GO:0005525
SUCLG2	GO:0005525
SUCLG2	GO:0016874
SUCLG2	GO:0046872
SUCLG2	GO:0006099
SUCLG2	GO:0006099
SUCLG2	GO:0006099
SUCLG2	GO:0006099
SUCLG2	GO:0006104
SUCLG2	GO:0005737
SUCLG2	GO:0005739
SUCLG2	GO:0005739
A0A674GIQ3	GO:0016020
TSHR	GO:0004930
TSHR	GO:0004930
TSHR	GO:0004996
TSHR	GO:0016500
TSHR	GO:0007165
TSHR	GO:0007186
TSHR	GO:0007186
TSHR	GO:0038194
TSHR	GO:0005886
TSHR	GO:0005886
TSHR	GO:0016020
TSHR	GO:0016020
TSHR	GO:0016323
DRD2	GO:0004930
DRD2	GO:0004930
DRD2	GO:0004952
DRD2	GO:0001963
DRD2	GO:0007165
DRD2	GO:0007186
DRD2	GO:0007186
DRD2	GO:0007195
DRD2	GO:0065008
DRD2	GO:1903530
DRD2	GO:0005886
DRD2	GO:0016020
DRD2	GO:0016020
DRD2	GO:0045202
NELL1	GO:0005509
A0A674GIQ8	GO:0005634
A0A674GIQ8	GO:0005634
A0A674GIQ8	GO:0005737
A0A674GIQ8	GO:0005737
A0A674GIQ8	GO:0005739
A0A674GIQ8	GO:0005739
A0A674GIQ8	GO:0016020
IQSEC1	GO:0005085
IQSEC1	GO:0032012
IQSEC1	GO:0043547
GPAM	GO:0004366
GPAM	GO:0004366
GPAM	GO:0004366
GPAM	GO:0008374
GPAM	GO:0016740
GPAM	GO:0016746
GPAM	GO:0016746
GPAM	GO:0102420
GPAM	GO:0006629
GPAM	GO:0008654
GPAM	GO:0008654
GPAM	GO:0016024
GPAM	GO:0016024
GPAM	GO:0044255
GPAM	GO:0005739
GPAM	GO:0005741
GPAM	GO:0005886
GPAM	GO:0016020
GPAM	GO:0031966
DNAJC6	GO:0016791
DNAJC6	GO:0016311
PSMC4	GO:0005524
PSMC4	GO:0016887
PSMC4	GO:0036402
PSMC4	GO:0030163
PSMC4	GO:1901800
PSMC4	GO:0005737
PSMC4	GO:0005737
PSMC4	GO:0016020
PSMC4	GO:0000502
UFL1	GO:0016740
UFL1	GO:0061666
UFL1	GO:0071569
PICALM	GO:0005543
PICALM	GO:0005545
PICALM	GO:0030276
PICALM	GO:0048268
PICALM	GO:0072583
PICALM	GO:2000369
PICALM	GO:0030136
EYA4	GO:0004721
EYA4	GO:0004725
EYA4	GO:0004725
EYA4	GO:0016787
EYA4	GO:0046872
EYA4	GO:0007605
EYA4	GO:0005634
EYA4	GO:0005634
EYA4	GO:0005737
EYA4	GO:0005737
RALGPS1	GO:0005085
RALGPS1	GO:0005085
RALGPS1	GO:0007264
RALGPS1	GO:0050790
ROS1	GO:0000166
ROS1	GO:0000166
ROS1	GO:0004672
ROS1	GO:0004713
ROS1	GO:0004713
ROS1	GO:0004714
ROS1	GO:0004714
ROS1	GO:0005524
ROS1	GO:0005524
ROS1	GO:0005524
ROS1	GO:0006468
ROS1	GO:0007169
ROS1	GO:0018108
ROS1	GO:0018108
ROS1	GO:0016020
ROS1	GO:0016020
ROS1	GO:0016020
A0A674GIR9	GO:0005882
A0A674GIR9	GO:0045095
TLK2	GO:0000166
TLK2	GO:0000166
TLK2	GO:0004672
TLK2	GO:0004674
TLK2	GO:0005524
TLK2	GO:0005524
TLK2	GO:0005524
TLK2	GO:0006468
TLK2	GO:0005634
A0A674GIS2	GO:0000149
A0A674GIS2	GO:0005484
A0A674GIS2	GO:0006836
A0A674GIS2	GO:0006886
A0A674GIS2	GO:0016192
A0A674GIS2	GO:0017157
A0A674GIS2	GO:0061025
A0A674GIS2	GO:0016020
A0A674GIS2	GO:0016020
A0A674GIS2	GO:0016020
RAB28	GO:0003924
RAB28	GO:0005525
NCF4	GO:0016176
NCF4	GO:0035091
NCF4	GO:0006909
NCF4	GO:0045730
NCF4	GO:0050790
NCF4	GO:0043020
A0A674GIS5	GO:0051082
A0A674GIS5	GO:0006457
A0A674GIS5	GO:0016272
FUT4	GO:0008417
FUT4	GO:0016740
FUT4	GO:0016757
FUT4	GO:0016757
FUT4	GO:0006486
FUT4	GO:0006486
FUT4	GO:0005794
FUT4	GO:0005794
FUT4	GO:0016020
FUT4	GO:0016020
FUT4	GO:0032580
BEND7	GO:0003677
PNPO	GO:0004733
PNPO	GO:0004733
PNPO	GO:0010181
PNPO	GO:0016491
PNPO	GO:0006725
PNPO	GO:0008615
PNPO	GO:0042816
PNPO	GO:0042823
PNPO	GO:1901615
LOC105760451	GO:0004197
LOC105760451	GO:0006508
LOC105760451	GO:0006508
FBLN1	GO:0005509
FBLN1	GO:0016504
FBLN1	GO:0010952
FBLN1	GO:0030198
FBLN1	GO:0005576
FBLN1	GO:0005576
A0A674GIT5	GO:0005216
A0A674GIT5	GO:0005244
A0A674GIT5	GO:0005249
A0A674GIT5	GO:0005267
A0A674GIT5	GO:0006811
A0A674GIT5	GO:0006811
A0A674GIT5	GO:0006813
A0A674GIT5	GO:0006813
A0A674GIT5	GO:0034765
A0A674GIT5	GO:0051260
A0A674GIT5	GO:0055085
A0A674GIT5	GO:0071805
A0A674GIT5	GO:0016020
A0A674GIT5	GO:0016020
A0A674GIT5	GO:0016020
A0A674GIT5	GO:0008076
DLG1	GO:0005886
DLG1	GO:0016020
DLG1	GO:0030054
A0A674GIT8	GO:0003676
A0A674GIT8	GO:0003723
A0A674GIT8	GO:0003723
A0A674GIT8	GO:0003723
A0A674GIT8	GO:0008270
A0A674GIU0	GO:0004497
A0A674GIU0	GO:0005506
A0A674GIU0	GO:0016705
A0A674GIU0	GO:0016712
A0A674GIU0	GO:0020037
A0A674GIU0	GO:0046872
A0A674GIU0	GO:0016020
FGD4	GO:0005085
FGD4	GO:0046872
FGD4	GO:0046872
FGD4	GO:0050790
FGD4	GO:0005737
FGD4	GO:0005856
A0A674GIU3	GO:0005179
A0A674GIU3	GO:0005179
A0A674GIU3	GO:0007165
A0A674GIU3	GO:0005576
A0A674GIU3	GO:0005576
APBA1	GO:0001540
APBA1	GO:0007268
APBA1	GO:0065003
APBA1	GO:0008021
LMOD1	GO:0003779
LMOD1	GO:0005523
LMOD1	GO:0006936
LMOD1	GO:0051694
LMOD1	GO:0005856
LMOD1	GO:0030017
SFXN3	GO:0015075
SFXN3	GO:0006811
SFXN3	GO:0006865
SFXN3	GO:0034220
SFXN3	GO:0055085
SFXN3	GO:0005739
SFXN3	GO:0005739
SFXN3	GO:0016020
SFXN3	GO:0016020
SFXN3	GO:0016020
TTLL5	GO:0036211
RPH3AL	GO:0031267
RPH3AL	GO:0046872
RPH3AL	GO:0006886
RPH3AL	GO:0017157
A0A674GIU9	GO:0035091
A0A674GIU9	GO:0006886
A0A674GIU9	GO:0016020
A0A674GIU9	GO:0016020
GORAB	GO:0005737
GORAB	GO:0005794
TM9SF4	GO:0016020
TM9SF4	GO:0016020
LOC100224521	GO:0030246
A0A674GIV3	GO:0008234
A0A674GIV3	GO:0006508
A0A674GIV3	GO:0016926
A0A674GIV3	GO:0071339
MAP2K4	GO:0000166
MAP2K4	GO:0000166
MAP2K4	GO:0004672
MAP2K4	GO:0004674
MAP2K4	GO:0005524
MAP2K4	GO:0005524
MAP2K4	GO:0005524
MAP2K4	GO:0006468
SETBP1	GO:0003677
MEPCE	GO:0008168
MEPCE	GO:0008168
MEPCE	GO:0008171
MEPCE	GO:0008173
MEPCE	GO:0016740
MEPCE	GO:0001510
MEPCE	GO:0032259
CERK	GO:0016301
A0A674GIV9	GO:0007015
A0A674GIV9	GO:0007155
PTBP1	GO:0003676
PTBP1	GO:0003723
PTBP1	GO:0003723
PTBP1	GO:0003723
PTBP1	GO:0006397
PTBP1	GO:0006397
PTBP1	GO:0008380
PTBP1	GO:0005634
PTBP1	GO:0005634
PTBP1	GO:0005634
DNAJC24	GO:0001671
NUBPL	GO:0005524
NUBPL	GO:0051536
NUBPL	GO:0016226
A0A674GIW5	GO:0005634
A0A674GIW5	GO:0005634
A0A674GIW5	GO:0005737
A0A674GIW5	GO:0005737
A0A674GIW5	GO:0005739
A0A674GIW5	GO:0005739
A0A674GIW5	GO:0016020
ANK3	GO:0007165
ANK3	GO:0051179
ANK3	GO:0005856
ANK3	GO:0005856
ANK3	GO:0016020
ANK3	GO:0016020
A0A674GIW8	GO:0015232
A0A674GIW8	GO:0015232
A0A674GIW8	GO:0015886
A0A674GIW8	GO:0005765
A0A674GIW8	GO:0010008
A0A674GIW8	GO:0016020
A0A674GIW8	GO:0016020
A0A674GIW8	GO:0110165
VSX1	GO:0000981
VSX1	GO:0003677
VSX1	GO:0003677
VSX1	GO:0003677
VSX1	GO:0003677
VSX1	GO:0006355
VSX1	GO:0006357
VSX1	GO:0005634
VSX1	GO:0005634
VSX1	GO:0005634
A0A674GIX0	GO:0003676
TLE1	GO:0006355
TLE1	GO:0005634
TLE1	GO:0005634
TLE1	GO:0005634
SIK3	GO:0000166
SIK3	GO:0000166
SIK3	GO:0004672
SIK3	GO:0004674
SIK3	GO:0004674
SIK3	GO:0005524
SIK3	GO:0005524
SIK3	GO:0005524
SIK3	GO:0016740
SIK3	GO:0006468
ATP8A2	GO:0000166
ATP8A2	GO:0000166
ATP8A2	GO:0000287
ATP8A2	GO:0000287
ATP8A2	GO:0005524
ATP8A2	GO:0005524
ATP8A2	GO:0005524
ATP8A2	GO:0016887
ATP8A2	GO:0140326
ATP8A2	GO:0140326
ATP8A2	GO:0015914
ATP8A2	GO:0034204
ATP8A2	GO:0016020
ATP8A2	GO:0016020
TRMT112	GO:0046982
LOC100221316	GO:0002250
LOC100221316	GO:0002504
LOC100221316	GO:0006955
LOC100221316	GO:0019882
LOC100221316	GO:0016020
LOC100221316	GO:0016020
LOC100221316	GO:0042613
LOC100221316	GO:0042613
PHACTR1	GO:0003779
PHACTR1	GO:0003779
PHACTR1	GO:0004864
PHACTR1	GO:0008157
PHACTR1	GO:0019888
PHACTR1	GO:0031532
PHACTR1	GO:0043086
PHACTR1	GO:0050790
PHACTR1	GO:0005634
PHACTR1	GO:0005737
PHACTR1	GO:0045202
PHACTR1	GO:0045202
FAM13A	GO:0009055
FAM13A	GO:0020037
FAM13A	GO:0046872
FAM13A	GO:0007165
FAM13A	GO:0022900
LOC115491417	GO:0003677
LOC115491417	GO:0003677
LOC115491417	GO:0003700
LOC115491417	GO:0043565
LOC115491417	GO:0006355
LOC115491417	GO:0005634
LOC115491417	GO:0005634
LOC115491417	GO:0005634
CTBP1	GO:0003714
CTBP1	GO:0016491
CTBP1	GO:0016616
CTBP1	GO:0051287
CTBP1	GO:0045892
CTBP1	GO:0005634
CTBP1	GO:0005634
ZNF687	GO:0005634
ZNF687	GO:0005634
IL2RG	GO:0004896
IL2RG	GO:0019221
IL2RG	GO:0016020
IL2RG	GO:0016020
CEP192	GO:0051298
CEP192	GO:0071539
CEP192	GO:0090222
CEP192	GO:0005737
PLAT	GO:0004252
PLAT	GO:0004252
PLAT	GO:0004252
PLAT	GO:0008233
PLAT	GO:0008236
PLAT	GO:0016787
PLAT	GO:0006508
PLAT	GO:0006508
PLAT	GO:0014909
PLAT	GO:0031639
PLAT	GO:0005576
PLAT	GO:0005576
PLAT	GO:0005576
PLAT	GO:0110165
A0A674GIY9	GO:0003676
A0A674GIY9	GO:0003723
A0A674GIY9	GO:0003723
A0A674GIY9	GO:0003723
ELMOD2	GO:0005096
ELMOD2	GO:0043547
LMO7	GO:0046872
LMO7	GO:0023051
LMO7	GO:0030155
LOC115494594	GO:0000166
LOC115494594	GO:0000166
LOC115494594	GO:0003774
LOC115494594	GO:0003777
LOC115494594	GO:0005524
LOC115494594	GO:0005524
LOC115494594	GO:0005524
LOC115494594	GO:0008017
LOC115494594	GO:0007018
LOC115494594	GO:0005874
TAF13	GO:0046982
TAF13	GO:0006366
TAF13	GO:0005634
TAF13	GO:0043229
CCDC47	GO:0005509
CCDC47	GO:0032469
CCDC47	GO:0005783
CCDC47	GO:0016020
CCDC47	GO:0016020
CCDC47	GO:0030867
LOC115491981	GO:0003676
LOC115491981	GO:0006351
LOC115491981	GO:0006352
LOC115491981	GO:0005634
LOC115491981	GO:0000428
RNFT2	GO:0061630
RNFT2	GO:0016567
RNFT2	GO:1904294
RNFT2	GO:0016020
APP	GO:0004867
APP	GO:0004867
APP	GO:0008201
APP	GO:0008201
APP	GO:0030414
APP	GO:0046872
APP	GO:0046914
APP	GO:0006915
APP	GO:0007399
APP	GO:0010466
APP	GO:0010951
APP	GO:0051246
APP	GO:0005576
APP	GO:0005634
APP	GO:0005634
APP	GO:0005737
APP	GO:0005737
APP	GO:0005783
APP	GO:0005783
APP	GO:0005794
APP	GO:0005794
APP	GO:0005798
APP	GO:0005886
APP	GO:0005886
APP	GO:0009986
APP	GO:0016020
APP	GO:0016020
LOC115498405	GO:0016020
NPRL3	GO:0032007
NPRL3	GO:0034198
NPRL3	GO:0005764
NPRL3	GO:0005764
NPRL3	GO:1990130
IQGAP2	GO:0007165
IQGAP2	GO:0043087
IQGAP2	GO:0110165
SELENOI	GO:0016740
SELENOI	GO:0016780
SELENOI	GO:0008654
SELENOI	GO:0016020
SELENOI	GO:0016020
BAG5	GO:0051087
CDK17	GO:0000166
CDK17	GO:0000166
CDK17	GO:0004672
CDK17	GO:0005524
CDK17	GO:0005524
CDK17	GO:0005524
CDK17	GO:0006468
LOC100229185	GO:0007127
LOC100229185	GO:0007283
A0A674GJ07	GO:0004672
A0A674GJ07	GO:0005524
A0A674GJ07	GO:0006468
ELOVL4	GO:0009922
ELOVL4	GO:0009922
ELOVL4	GO:0016740
ELOVL4	GO:0102756
ELOVL4	GO:0006629
ELOVL4	GO:0006631
ELOVL4	GO:0006633
ELOVL4	GO:0006633
ELOVL4	GO:0006636
ELOVL4	GO:0008610
ELOVL4	GO:0019367
ELOVL4	GO:0019367
ELOVL4	GO:0034626
ELOVL4	GO:0035338
ELOVL4	GO:0042761
ELOVL4	GO:0042761
ELOVL4	GO:0044249
ELOVL4	GO:0044255
ELOVL4	GO:0005783
ELOVL4	GO:0005783
ELOVL4	GO:0005789
ELOVL4	GO:0005789
ELOVL4	GO:0016020
ELOVL4	GO:0016020
CNGA4	GO:0005216
CNGA4	GO:0006811
CNGA4	GO:0034220
CNGA4	GO:0050896
CNGA4	GO:0055085
CNGA4	GO:0016020
CNGA4	GO:0016020
DUSP14	GO:0004721
DUSP14	GO:0004722
DUSP14	GO:0004725
DUSP14	GO:0008138
DUSP14	GO:0016787
DUSP14	GO:0016791
DUSP14	GO:0017017
DUSP14	GO:0017018
DUSP14	GO:0006470
DUSP14	GO:0016311
NUMA1	GO:0000139
LOC100231469	GO:0016020
CENPQ	GO:0000775
CENPQ	GO:0005634
CENPQ	GO:0005634
CENPQ	GO:0005694
FOXQ1	GO:0003677
FOXQ1	GO:0003677
FOXQ1	GO:0003700
FOXQ1	GO:0043565
FOXQ1	GO:0006355
FOXQ1	GO:0005634
FOXQ1	GO:0005634
FOXQ1	GO:0005634
PAM	GO:0003824
PAM	GO:0003824
PAM	GO:0004497
PAM	GO:0004497
PAM	GO:0004504
PAM	GO:0004598
PAM	GO:0005507
PAM	GO:0016715
PAM	GO:0016829
PAM	GO:0046872
PAM	GO:0006518
PAM	GO:0008152
PAM	GO:0016020
PAM	GO:0016020
PAM	GO:0016020
PAM	GO:0030658
OGFOD3	GO:0005506
OGFOD3	GO:0016491
OGFOD3	GO:0016705
OGFOD3	GO:0031418
OGFOD3	GO:0046872
OGFOD3	GO:0051213
ACHE	GO:0004104
ACHE	GO:0016787
ACHE	GO:0052689
A0A674GJ19	GO:0000166
A0A674GJ19	GO:0000166
A0A674GJ19	GO:0003824
A0A674GJ19	GO:0004637
A0A674GJ19	GO:0004637
A0A674GJ19	GO:0004637
A0A674GJ19	GO:0004641
A0A674GJ19	GO:0004641
A0A674GJ19	GO:0004644
A0A674GJ19	GO:0004644
A0A674GJ19	GO:0005524
A0A674GJ19	GO:0005524
A0A674GJ19	GO:0005524
A0A674GJ19	GO:0016874
A0A674GJ19	GO:0046872
A0A674GJ19	GO:0046872
A0A674GJ19	GO:0006164
A0A674GJ19	GO:0006189
A0A674GJ19	GO:0006189
A0A674GJ19	GO:0006189
A0A674GJ19	GO:0008152
A0A674GJ19	GO:0009058
A0A674GJ19	GO:0009113
A0A674GJ19	GO:0009113
A0A674GJ19	GO:0055086
A0A674GJ19	GO:0072521
WDR19	GO:0035721
WDR19	GO:0005929
TIAM1	GO:0005085
TIAM1	GO:0030695
TIAM1	GO:0007165
TIAM1	GO:0007264
TIAM1	GO:0035556
TIAM1	GO:0090630
A0A674GJ23	GO:0005634
A0A674GJ23	GO:0005634
YTHDF3	GO:0003723
FBLN1	GO:0005509
FBLN1	GO:0016504
FBLN1	GO:0010952
FBLN1	GO:0030198
FBLN1	GO:0005576
FBLN1	GO:0005576
KLHL36	GO:0016567
TELO2	GO:0016020
A0A674GJ32	GO:0016020
PPP2R2C	GO:0019888
PPP2R2C	GO:0050790
PPP2R2C	GO:0000159
PPP2R2C	GO:0000159
SLC20A2	GO:0005315
SLC20A2	GO:0015293
SLC20A2	GO:0006817
SLC20A2	GO:0006817
SLC20A2	GO:0055085
SLC20A2	GO:0055085
SLC20A2	GO:0016020
SLC20A2	GO:0016020
SLC20A2	GO:0016020
RGS7	GO:0007186
RGS7	GO:0009968
RGS7	GO:0035556
ANKS1A	GO:0046875
ANKS1A	GO:1901187
ANKS1A	GO:0005737
ANKS1A	GO:0005737
ANKS1A	GO:0110165
MAX	GO:0003700
MAX	GO:0046982
MAX	GO:0046983
MAX	GO:1990837
MAX	GO:0006355
MAX	GO:0006357
MAX	GO:0005634
MAX	GO:0071339
MAX	GO:0090575
A0A674GJ38	GO:0000166
A0A674GJ38	GO:0003824
A0A674GJ38	GO:0004111
A0A674GJ38	GO:0004111
A0A674GJ38	GO:0005524
A0A674GJ38	GO:0005524
A0A674GJ38	GO:0016301
A0A674GJ38	GO:0016301
A0A674GJ38	GO:0016740
A0A674GJ38	GO:0016772
A0A674GJ38	GO:0016310
A0A674GJ38	GO:0046314
A0A674GJ39	GO:0046872
PTPRM	GO:0004721
PTPRM	GO:0004725
PTPRM	GO:0004725
PTPRM	GO:0016787
PTPRM	GO:0016791
PTPRM	GO:0006470
PTPRM	GO:0016311
PTPRM	GO:0016020
PTPRM	GO:0016020
PTPRM	GO:0016020
WIPI1	GO:0032266
WIPI1	GO:0006914
LOC100224576	GO:0005179
LOC100224576	GO:0007165
LOC100224576	GO:0009409
LOC100224576	GO:0014850
LOC100224576	GO:0050728
LOC100224576	GO:0090336
LOC100224576	GO:0005576
LOC100224576	GO:0005576
CADM1	GO:0016020
SLC66A2	GO:0016020
SLC66A2	GO:0016020
TNS1	GO:0070161
TNS1	GO:0110165
A0A674GJ46	GO:0003677
A0A674GJ46	GO:0003677
A0A674GJ46	GO:0003677
A0A674GJ46	GO:0003677
A0A674GJ46	GO:0005634
A0A674GJ46	GO:0005634
A0A674GJ46	GO:0005634
LHFPL4	GO:0016020
LHFPL4	GO:0016020
PLA2G6	GO:0003824
PLA2G6	GO:0016787
PLA2G6	GO:0016787
PLA2G6	GO:0006629
PLA2G6	GO:0006629
PLA2G6	GO:0016042
PLA2G6	GO:0016042
REM1	GO:0003924
REM1	GO:0005525
REM1	GO:1901842
CMPK1	GO:0000166
CMPK1	GO:0004127
CMPK1	GO:0004127
CMPK1	GO:0004127
CMPK1	GO:0004550
CMPK1	GO:0005524
CMPK1	GO:0005524
CMPK1	GO:0009041
CMPK1	GO:0009041
CMPK1	GO:0009041
CMPK1	GO:0016301
CMPK1	GO:0016740
CMPK1	GO:0019205
CMPK1	GO:0006139
CMPK1	GO:0006207
CMPK1	GO:0006221
CMPK1	GO:0006221
CMPK1	GO:0006221
CMPK1	GO:0016310
CMPK1	GO:0046940
CMPK1	GO:0046940
CMPK1	GO:0072528
CMPK1	GO:0005634
CMPK1	GO:0005634
CMPK1	GO:0005634
CMPK1	GO:0005737
CMPK1	GO:0005737
CMPK1	GO:0005737
THNSL1	GO:0030170
THNSL1	GO:0006520
LHFPL3	GO:0016020
LHFPL3	GO:0016020
A0A674GJ56	GO:0002250
A0A674GJ56	GO:0002504
A0A674GJ56	GO:0006955
A0A674GJ56	GO:0019882
A0A674GJ56	GO:0016020
A0A674GJ56	GO:0016020
A0A674GJ56	GO:0042613
A0A674GJ56	GO:0042613
UBA6	GO:0000166
UBA6	GO:0005524
UBA6	GO:0008641
UBA6	GO:0008641
UBA6	GO:0016874
UBA6	GO:0016567
UBA6	GO:0032446
UBA6	GO:0036211
PI4KA	GO:0016301
PI4KA	GO:0016301
PI4KA	GO:0016310
PI4KA	GO:0046854
PI4KA	GO:0048015
RALBP1	GO:0005096
RALBP1	GO:0005096
RALBP1	GO:0031267
RALBP1	GO:0031267
RALBP1	GO:0007165
